Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound,sentiment_score,sentiment_label
4040,sammy,5.0,"sandisk ultra 64 gb microsdxc class 10 uhs-1 memory card 30mb/s, super fast awesome memory card samsung galaxy note 2",2012-12-28,710,0,0,0,0,0.0,0.0,0.8402,pos
4041,samson,5.0,already formatted ready go. plug start recording - nothing say storage device - want work hassles.,2014-06-19,172,0,0,0,0,0.0,0.0,0.4215,pos
4042,"Sam ""Spamster""",5.0,issue this. formatted card reviewed amazon. put device they're running great.,2013-09-15,449,0,0,0,0,0.0,0.0,0.7003,pos
4043,Samsung Fan Boy,5.0,like micro sd card tablet wont read though.i dont know whats wrong.,2013-08-29,466,0,0,0,0,0.0,0.0,0.6192,pos
4044,Samual Johnson,1.0,used droid razr maxx hd kept unmounting itself. became data lost. recognized phone laptop. dead water.,2013-03-13,635,3,1,4,2,0.75,0.3006418425824019,-0.765,neg
4045,Samuel,5.0,"micro sd fast, use samsung galaxy note ii problem regarding low speed.",2013-06-18,538,0,0,0,0,0.0,0.0,-0.5859,neg
4046,Samuel McConnell,5.0,"using mass storage lenovo thinkpad tablet 2. done actual benchmarks, notice difference on-board flash memory. document folder redirected card, also installed several program it. seem operate",2013-05-04,583,2,0,2,2,1.0,0.3423802275066531,0.0,neg
4047,Samus Aran,5.0,"work great needed phone hold 30gb (and music collection. connect web get music, awesome price too. took little long get here, finally did. admit chose free ship, ten day still quite bit tiny thing.",2013-12-13,360,0,0,0,0,0.0,0.0,0.9231,pos
4048,"San-Alva ""Always go with the best- investigat...",4.0,"got new galaxy s3 work like charm. super fast speed transfer. much recommend it. much else say except store d: want lose tiny thing. come sd adapter, case, like sandisk extreme 16 gb sdhc class 10 uhs-1 card got, hence four stars.",2013-03-13,635,0,0,0,0,0.0,0.0,0.9169,pos
4049,"Sandal ""&#34;MFB&#34;""",2.0,"think got 8 9 month started fail. still working intermittently phone suddenly stop able read apparent reason. might survive water survive phone that, get whole lot use. first sandisk product i've ever fail me. may still warranty replace i'm going go another brand.",2014-04-15,237,0,0,0,0,0.0,0.0,-0.8481,neg
4050,"sandawana56 ""sandawana56""",1.0,"review sandisk ultra 32 gb microsdhc class 10 uhs-1 memory card adapter (sdsdqu-032g-affp-a) purchased word. card reported two different android phone damaged window computer recognized issues. card nothing reformatted phone recognized soon data, music picture added phone reported card damaged. card returned amazon 3 day sheer read another review suggested class 10 card ideal smart phones. already using sandisk class 4 16gb card another phone never issue purchased class 4 sandisk 32gb smooth phone recognized card right away added data, music picture seamlessly quickly. second card purchased sandisk microsdhc 32gb flash memory card, black, (retail card may work fine device based sheer number reviewer amazon elsewhere internet) similar issue smartphones cannot recommend card smartphone.",2012-08-12,848,0,1,1,-1,0.0,0.0,0.3999,pos
4051,S. Andersom,5.0,needed tablet work great. buy two next time. thank .,2013-03-01,647,0,0,0,0,0.0,0.0,0.765,pos
4052,Sandra Cruz,5.0,nothing really say except love much storage worry running out.,2014-06-20,171,1,1,2,0,0.5,0.0945312057342307,0.3744,pos
4053,Sandra L. Hasaan,5.0,"finally enough room everything. formatted 64gb sandisk micro sd card using easeus partition master home edition. used fat32 format. t-mobile phone read card giving 59.47 gb free. samsung galaxy 2 7.0 tablet read way. happy device read card format fat32. enough room hold entire cd collection entire book collection entire collection (i lost still happy. bottom line, folks, cheap android phone read it, everything else. need cloud drive streaming take thank god sandisk, hoping someone come 128gb soon.",2013-12-03,370,0,0,0,0,0.0,0.0,0.9531,pos
4054,"Sandwolf ""John R. &#34;Wolf&#34; Dodson""",5.0,"price economical size is, purchased go-pro hd cam, work great adapter allows instantly transfer movie pic computer.",2013-12-08,365,0,0,0,0,0.0,0.0,0.6249,pos
4055,"Sandy S ""Sandy S""",5.0,purchased gopro hero 3+. work complaints. would recommend item.,2014-06-04,187,0,0,0,0,0.0,0.0,0.5267,pos
4056,"Sanjay Nayar ""Sanjay Nayar""",2.0,"excited buy card (64 gb) samsung galaxy note 2 - product arrived promptly able format ex fat use right away smart phone. however, exactly 10 day later removed card (after phone) inserted desktop, got error saying card corrupted unreadable needed format already got lot data it, including lot video image formatting tried get card working pc desktop, mac air laptop samsung galaxy note, avail. finally decided format it. too, kept getting error computer unable format card. finally tried format"" via pc - got error right away format"" worked - card back working note again, wont trust anymore - lost many image videos.i professional use memory card time - worst lot !!",2012-10-12,787,1,0,1,1,1.0,0.2065493143772374,-0.8564,neg
4057,San Jose,5.0,"store thousand pictures, worked perfectly lumix camera using sd adaptor. recommend anyone want 32 gb micro sd card.",2013-04-10,607,0,0,0,0,0.0,0.0,0.7906,pos
4058,Sannam,5.0,love micro sd card. i'm glad bought use samsung galaxy tab 3. never gotten error far failures.,2013-12-09,364,0,0,0,0,0.0,0.0,0.7549,pos
4059,Santosh Nair,5.0,"64 gb micro-sd card ... amazing sandisk complains whatsoever, work great s4 ... clicking photo video ever since put come adapter, plug computer download content fast, even almost full - unlike card used start get slow disk space run ... one, fast. review said get hot honestly notice anything .. even getting note sdxc card please check device compatible buying it.",2013-06-26,530,0,0,0,0,0.0,0.0,0.891,pos
4060,Sarah Vanderwende,5.0,got phone work great far. transferred music picture super fast computer card. needed memory perfect.,2013-09-12,452,0,0,0,0,0.0,0.0,0.9136,pos
4061,Sarkis Aktavoukian,5.0,"purchased gopro hero use gopro record in-car footage track. memory card fit whole weekend event, four hour footage 720p.",2013-08-12,483,0,0,0,0,0.0,0.0,0.7269,pos
4062,Satish,5.0,one best. bought phone work awesome. song sd.,2013-09-08,456,0,0,0,0,0.0,0.0,0.8519,pos
4063,Sats,4.0,"would like give 5, adapter bad this. adapter data transfer rate slow. that's gave le rating.",2014-02-18,293,0,0,0,0,0.0,0.0,-0.25,neg
4064,Satya,4.0,used sony camcorder year now. work well high data volume camcorder video.,2013-06-14,542,0,0,0,0,0.0,0.0,0.2732,pos
4065,"sauer ""D.S.""",1.0,"love sandisk, used quite products, including mp3 player, couple usb key even micro sd card (class 4). never problems. installing card, however, seen unmounting randomly detected automatically mounted galaxy s4 device. happens several time day, including middle watching movie phone (this first week card). normally, would asked replacement, research online, found seems problem many phone model seem production issue. returned card, going go another brand instead.",2013-05-06,581,2,0,2,2,1.0,0.3423802275066531,0.5801,pos
4066,Saul Amador,4.0,got sale samsung galaxy note ii work great! also came adapter believe let use wii,2013-06-06,550,2,0,2,2,1.0,0.3423802275066531,0.6588,pos
4067,Saul Nathanson,5.0,"much say memory card. work puppy phone, instantly recognized functioning perfectly. good price.",2012-12-16,722,0,0,0,0,0.0,0.0,0.7964,pos
4068,Saved by Jesus Christ,4.0,"item week seems working fine. put kind stress anything, stuck phone let thing. far, good.",2013-08-01,494,0,0,0,0,0.0,0.0,0.5106,pos
4069,SawJtt2008,5.0,"hubby complete happy go pro. tested yet, soon.",2013-11-01,402,0,0,0,0,0.0,0.0,0.5719,pos
4070,"Sayaben ""Ben""",2.0,"worked great six month s4 last week started device connectivity issues. phone keep saying ad card removed, resetting phone let memory card work maybe 30 minutes. 30 gig media, would appreciate scan disk issue product",2014-06-02,189,0,0,0,0,0.0,0.0,0.7783,pos
4071,Sayed Nasser,1.0,failed one year using samsung galaxy s4. contacted sandisk potential replacement. can't format wiith it.,2014-08-07,123,0,0,0,0,0.0,0.0,-0.5106,neg
4072,"sb21 ""sb21""",5.0,"used samsung galaxy tab 2 7.0 . like others formatted fat 32. put apps sd card app called partition sd card order able use it. whether get card smaller one, need one period tab 2 can't much without wifi connection internal memory want download lot apps.",2012-11-09,759,6,0,6,6,1.0,0.6096657120978346,0.4215,pos
4073,"SBJ400 ""SBJ400""",4.0,"number microsd manufacturer offer large capacity card like this. claim class 10 tested, prove closer class 6 card performance. sandisk card performs class 10 use card various device need class 10 speeds, android phone data transfer work game keep it.if device need class 10 (you using simple storage basic file like doc could probably save money going class 6. price close, might well spend extra money get class card came nice plastic storage case sd adapter. reason gave 4 star feel price lot lower now. inventory cutting edge tech more.",2012-03-12,1001,1,1,2,0,0.5,0.0945312057342307,0.8658,pos
4074,S. Bodine,4.0,"gripe wish bit cheaper, never need something like sale.",2014-04-20,232,0,0,0,0,0.0,0.0,0.1506,pos
4075,S. Burton,5.0,"needed extra memory galaxy tab filled bill right price. wish could load apps directly external memory card since tab limited 8gb operating system, apps etc. card worth cost.",2013-02-23,653,1,0,1,1,1.0,0.2065493143772374,0.4019,pos
4076,S. Carlson,5.0,"purchased capture video gopro hero3, far performed splendidly. hd video take ton space, card still hold quite bit it. downloading pretty quick easy thanks class 10 speed.",2013-03-29,619,1,0,1,1,1.0,0.2065493143772374,0.9022,pos
4077,S. Chari,5.0,"super fast, work great samsung s4. make change s4 that's card's problem :)",2013-10-20,414,0,0,0,0,0.0,0.0,0.8519,pos
4078,SchecterRocker,5.0,"card run great at&t note ii, took work get exfat working. stock rom, custom kernel. can't device. however use custom kernel want benefit exfat, find exfat-compatible kernel. realize thought card working, installing compatible everything run great.",2013-08-06,489,1,0,1,1,1.0,0.2065493143772374,0.91,pos
4079,SC,4.0,"work nikon camera also hp laptop, reason friend's laptop would refuse recognize sure card, adapter, computer, port, what. card work fine anything, think.",2013-09-09,455,0,0,0,0,0.0,0.0,0.2263,pos
4080,Schuyler j Hagglund,5.0,"work much better 64gb version, least gopro hero3 shooting higher frame rates. sometimes camera stop recording high frame rate recording",2013-04-21,596,0,0,0,0,0.0,0.0,0.1779,pos
4081,SCK,5.0,"32 gb, hold plenty music, movies, apps files. 75 cent gig, great deal.",2014-02-21,290,0,0,0,0,0.0,0.0,0.6249,pos
4082,scooter ray,5.0,problem note 2. slid wanted original 16 gb card even tell anything mean good way.,2013-08-10,485,0,0,0,0,0.0,0.0,0.3612,pos
4083,Scott &#34;Sumerian&#34;,5.0,"ordered couple 16gb class 10 microsdhc uhs-1 card they've done well me. high transfer speeds, nice adapter, problem far. work android easily, window mac machine far tests.",2013-11-10,393,0,0,0,0,0.0,0.0,0.5574,pos
4084,SCOTT A VIETH,5.0,"i've used memory card couple different devices, cases, performed quite well. excellent mix needing something reliable always work, needing something cost arm i've far many cheap no-name card stop working, one never done that.",2014-05-05,217,0,0,0,0,0.0,0.0,0.6335,pos
4085,Scott Bishop,5.0,purchased cell phone. problem complaints. second purchase far good. several sandisk product yet complain.,2014-03-29,254,0,0,0,0,0.0,0.0,-0.6124,neg
4086,"Scott Cho ""SwooP""",5.0,test work great galaxy note 2. far nothing wrong report. recommended.,2012-12-20,718,0,0,0,0,0.0,0.0,0.7237,pos
4087,Scott DeVilbiss,2.0,sandisk told needed send format it. recognize items.,2014-06-02,189,0,0,0,0,0.0,0.0,0.0,neg
4088,SCotter,5.0,"read review product one got advertised. samsung note ii recognized gigs, read/write speed incredible. help this, rocket player, permanently replaced ipod happier.",2013-05-01,586,1,1,2,0,0.5,0.0945312057342307,0.7269,pos
4089,Scott,5.0,"dropped garbage got tiny drop water it, still worked perfectly! sandisk card always faster read speed card (the card cheaper well. therefore choice give 5 star serious recommendation.",2012-09-29,800,0,0,0,0,0.0,0.0,0.636,pos
4090,Scott,5.0,work well phone give decent amount storage good price. i'd recommend it.,2014-06-26,165,0,0,0,0,0.0,0.0,0.7579,pos
4091,Scott,1.0,returned order laptop could full operation notebook. sure good quality purchased san disk numerous times.,2014-08-05,125,0,2,2,-2,0.0,0.0,0.6369,pos
4092,Scott Kilbourn,1.0,"fortunately got lightning deal, expensive. purchased october, start using samsung galaxy s3 january. fine, chose die today. little four month started using it. checked phone morning told sd card think much it. rebooted phone still unable find card, began got home work, put different card in, worked fine. tried check card computer, seen. problem definitely card. unfortunately, lost picture i've taken since getting phone. know probably backed up, really expect card fail quickly. perhaps i'd read one start post would have. oh well, back 16gb amazon class 10 card get different even going bother warranty claim. need another card fail four months.",2013-09-04,460,0,0,0,0,0.0,0.0,-0.919,neg
4093,Scott Lewis,5.0,good write performance. sped time load picture well. good buy. lot manufacturer memory card feel confident sandisk.,2012-12-13,725,0,0,0,0,0.0,0.0,0.8779,pos
4094,Scott Olsen,5.0,"much say sd card -- either work don't. one appears required formatting hassle took galaxy siii well original better (the original samsung card month it, problems.",2013-10-05,429,0,0,0,0,0.0,0.0,0.7096,pos
4095,"Scott Richmond ""Glikbach""",5.0,"bought 64 gb unit new samsung galaxy wanted maximum size music number picture take kid like read write speed card. like size would happier bigger card max happy sandisk, sorry paid little put never let 3 month in, problem sd card slot galaxy s4. sure phone sd card moving slot. t-mobile sent new phone shall 2: 4 month problem card. received new phone t-mobile problem continues occur. formatted card twice give little time problem sandisk call card replaced. let know goes.",2013-05-28,559,0,0,0,0,0.0,0.0,0.5574,pos
4096,Scott Robinson,5.0,"cannot rate performance using android). keep modest requirement device. inserted chip, worked expected. formatting, issue couple month use.",2014-04-22,230,0,0,0,0,0.0,0.0,0.0,neg
4097,"Scott Rudd ""LSRL""",5.0,really hard write alot memory card. one great work promised. capacity purchased file music window phone.,2013-04-12,605,0,0,0,0,0.0,0.0,0.7102,pos
4098,"Scott Sanchez ""Scott""",2.0,"used product dell venue 8 pro. couple month use, stopped letting add new file delete old tried reformatting disk, nothing worked. since vast majority review appear positive, assume got bad one.",2014-12-06,2,0,0,0,0,0.0,0.0,-0.2023,neg
4099,"Scott Turner ""EngineerBoy""",5.0,"going vacation wanted take bunch digital medium long plane flight chip took everything needed worked without issue. glad see 128gb chip market, looking forward 256gb",2014-02-06,305,0,0,0,0,0.0,0.0,-0.357,neg
